LeadID,Age,Gender,Location,LeadSource,TimeSpent (minutes),PagesViewed,LeadStatus,EmailSent,DeviceType,ReferralSource,FormSubmissions,Downloads,CTR_ProductPage,ResponseTime (hours),FollowUpEmails,SocialMediaEngagement,PaymentHistory,Conversion,feedback
13563,30,Female,Faisalabad,Social Media,48,2,Cold,4,Tablet,Facebook,5,1,0.4,9,7,200,Good,0,The product is not bad.
24200,47,Female,Islamabad,Referral,23,15,Cold,6,Mobile,Facebook,3,3,0.7,23,8,35,No Payment,1,It does the job as advertised.
24542,22,Female,Rawalpindi,Social Media,34,13,Warm,2,Tablet,Direct,1,2,0.3,19,7,52,No Payment,0,Feels like it’s missing something.
20730,47,Female,Karachi,Email,8,13,Warm,8,Mobile,Facebook,1,0,0.4,18,9,50,No Payment,1,The product works well for my needs.
4120,43,Male,Lahore,Social Media,12,15,Hot,10,Mobile,Google,5,1,0.1,5,7,127,No Payment,1,I really liked the product.
23067,36,Male,Islamabad,Email,45,15,Hot,6,Desktop,Twitter,5,3,0.6,23,0,116,No Payment,1,The quality is impressive for the price.
22889,35,Male,Islamabad,Organic,15,14,Warm,8,Tablet,Facebook,1,2,0.4,11,9,131,Good,1,"Happy with the purchase, though not exceptional."
22301,40,Female,Multan,Organic,40,6,Cold,8,Tablet,ReferralSite,5,2,0.2,15,5,177,No Payment,0,Not satisfied at all.
15384,38,Female,Peshawar,Referral,55,12,Hot,1,Desktop,Facebook,5,0,0.6,10,5,200,Good,0,I expected more for the cost.
4764,31,Male,Multan,Organic,39,6,Cold,0,Tablet,Google,1,3,0.7,5,9,167,No Payment,0,Not a fan of the design.
17816,20,Female,Karachi,Social Media,12,10,Warm,0,Tablet,ReferralSite,0,0,0.2,11,4,174,No Payment,0,Feels like it’s missing something.
13258,38,Male,Lahore,Organic,30,14,Cold,9,Tablet,Google,5,2,0.7,4,4,113,No Payment,1,Very satisfied with the service.
11936,21,Female,Gujranwala,Social Media,28,10,Hot,5,Desktop,ReferralSite,2,0,0.4,10,9,167,No Payment,0,"Not terrible, but I’ve seen better."
6952,36,Male,Rawalpindi,Organic,17,13,Hot,4,Desktop,Twitter,2,2,0.3,19,8,67,Good,0,Not satisfied at all.
14992,49,Female,Islamabad,Email,60,4,Cold,5,Mobile,Direct,3,2,0.7,22,5,40,No Payment,0,"It’s nice, but not what I need."
6932,35,Male,Lahore,Organic,52,11,Hot,3,Desktop,Twitter,3,2,0.7,6,9,86,No Payment,1,"Happy with the purchase, though not exceptional."
21201,36,Female,Lahore,Email,50,11,Hot,6,Tablet,Direct,0,0,0.1,7,6,93,Good,1,It has improved my workflow significantly.
5107,50,Female,Islamabad,Organic,36,15,Hot,8,Desktop,Twitter,2,0,0.4,13,6,98,No Payment,1,"Happy with the purchase, though not exceptional."
17153,50,Male,Islamabad,Social Media,21,14,Cold,10,Tablet,Facebook,0,2,0.2,18,7,180,Good,1,"Satisfied overall, no major complaints."
11500,34,Male,Lahore,Referral,53,14,Hot,2,Tablet,ReferralSite,0,2,0.5,11,9,30,No Payment,1,"Solid product, works as expected."
1353,40,Male,Karachi,Referral,23,13,Hot,8,Desktop,Twitter,2,0,0.2,14,6,128,Good,1,The product is amazing!
6644,39,Female,Karachi,Email,56,14,Warm,10,Tablet,Facebook,5,1,0.4,20,5,106,No Payment,1,The product is amazing!
24585,26,Female,Rawalpindi,Social Media,26,2,Warm,9,Mobile,ReferralSite,2,1,0.7,17,3,103,Good,0,"I like it, but the price is too high."
6321,35,Female,Karachi,Social Media,36,7,Warm,4,Tablet,Twitter,4,1,0.1,19,6,91,Good,0,Feels like it’s missing something.
25602,42,Male,Lahore,Organic,56,15,Hot,9,Mobile,Twitter,5,3,0.4,19,10,41,Good,1,Great experience!
3147,22,Female,Multan,Email,53,12,Hot,0,Tablet,Twitter,3,3,0.1,3,9,134,No Payment,0,The experience was frustrating.
18418,35,Female,Islamabad,Email,18,14,Cold,6,Mobile,Facebook,5,0,0.2,12,9,41,Good,1,A good choice for anyone considering it.
8541,31,Male,Karachi,Email,41,12,Hot,4,Tablet,Twitter,0,2,0.2,13,6,53,No Payment,1,It has improved my workflow significantly.
12636,44,Male,Sialkot,Email,31,12,Cold,10,Mobile,Google,1,3,0.1,6,4,92,Good,0,The experience was frustrating.
16997,36,Female,Lahore,Referral,55,11,Hot,2,Tablet,Google,4,2,0.3,20,0,119,No Payment,1,I really liked the product.
2774,45,Female,Karachi,Organic,24,14,Cold,8,Desktop,Facebook,5,3,0.8,13,7,48,Good,1,The quality is impressive for the price.
2672,42,Male,Multan,Social Media,49,14,Warm,0,Mobile,ReferralSite,1,0,0.4,15,0,153,Good,0,A bit underwhelming overall.
16825,43,Male,Rawalpindi,Organic,54,9,Cold,4,Mobile,Facebook,0,2,0.4,9,10,189,No Payment,0,The product quality is okay.
5458,41,Male,Islamabad,Email,33,15,Hot,6,Desktop,Twitter,2,0,0.7,23,6,64,Good,1,Great experience!
17401,58,Female,Lahore,Email,57,9,Hot,1,Mobile,Facebook,1,3,0.7,12,0,79,No Payment,0,I might look for alternatives.
3961,40,Female,Islamabad,Referral,37,13,Hot,1,Tablet,Google,1,3,0.8,7,10,120,No Payment,1,"Satisfied overall, no major complaints."
2269,39,Male,Karachi,Email,36,14,Cold,7,Tablet,Twitter,0,1,0.7,16,10,21,Good,1,A decent product with good value.
14504,38,Female,Multan,Email,30,9,Hot,6,Mobile,Facebook,4,3,0.2,17,1,68,Good,0,The product has potential.
5105,28,Female,Rawalpindi,Email,17,10,Hot,9,Tablet,Facebook,3,1,0.7,19,9,82,Good,0,I expected more for the cost.
18857,44,Male,Lahore,Referral,57,14,Warm,10,Tablet,ReferralSite,1,2,0.2,23,7,48,No Payment,1,"Satisfied overall, no major complaints."
19854,29,Female,Karachi,Organic,37,11,Hot,10,Tablet,ReferralSite,5,0,0.6,22,4,83,Good,1,The product works well for my needs.
10800,30,Male,Karachi,Organic,42,14,Hot,9,Mobile,ReferralSite,4,0,0.4,4,6,94,No Payment,1,"Happy with the purchase, though not exceptional."
25076,48,Female,Multan,Social Media,38,8,Hot,9,Tablet,ReferralSite,1,3,0.7,18,3,76,No Payment,0,"I like it, but the price is too high."
25688,32,Female,Lahore,Email,9,11,Hot,8,Tablet,Google,2,0,0.1,12,3,163,No Payment,0,"Not terrible, but I’ve seen better."
5361,37,Female,Lahore,Email,32,5,Warm,9,Desktop,Facebook,5,1,0.1,14,3,20,No Payment,0,Not satisfied at all.
17269,45,Male,Faisalabad,Social Media,45,4,Warm,7,Desktop,Google,5,3,0.4,11,2,191,Good,0,"It’s decent, but not for me."
17325,58,Female,Quetta,Social Media,38,9,Hot,6,Mobile,Google,0,3,0.5,15,7,174,No Payment,0,I quite like the product.
18421,35,Male,Karachi,Organic,54,14,Hot,9,Mobile,Direct,3,3,0.2,22,6,95,No Payment,1,This is exactly what I was looking for.
12457,39,Female,Islamabad,Social Media,15,2,Hot,7,Tablet,Facebook,0,2,0.4,14,4,164,No Payment,0,Feels like it’s missing something.
10879,46,Male,Sialkot,Email,40,6,Hot,10,Mobile,Direct,2,1,0.2,20,5,137,Good,0,"Not terrible, but I’ve seen better."
15480,34,Male,Islamabad,Organic,29,5,Cold,10,Tablet,Google,1,3,0.5,2,1,22,No Payment,0,Feels like it’s missing something.
13425,23,Female,Rawalpindi,Email,40,2,Warm,0,Desktop,Google,1,3,0.7,24,0,194,No Payment,0,I might look for alternatives.
19634,37,Female,Lahore,Email,15,14,Cold,9,Desktop,Google,2,2,0.8,14,4,115,Good,1,Great experience!
10013,52,Female,Multan,Organic,52,9,Hot,7,Tablet,Twitter,4,0,0.6,19,6,110,Good,0,"Not terrible, but I’ve seen better."
3328,37,Male,Islamabad,Social Media,54,15,Hot,9,Desktop,Google,4,2,0.2,20,1,52,Good,1,A decent product with good value.
14505,48,Male,Rawalpindi,Organic,28,7,Hot,0,Mobile,Google,5,1,0.7,1,0,105,Good,0,Not a fan of the design.
11034,22,Female,Sialkot,Referral,12,6,Cold,5,Mobile,Direct,1,0,0.4,22,3,167,Good,0,Not a fan of the design.
11705,30,Male,Gujranwala,Referral,41,12,Cold,9,Mobile,Google,3,0,0.3,24,5,123,No Payment,0,Feels like it’s missing something.
4936,30,Female,Lahore,Social Media,49,12,Hot,0,Tablet,Direct,1,2,0.4,12,7,169,Good,1,It has improved my workflow significantly.
19817,52,Male,Karachi,Referral,6,9,Cold,8,Tablet,ReferralSite,1,2,0.7,19,6,198,Good,0,"It’s passable, but I wouldn’t recommend it."
4973,31,Female,Karachi,Referral,17,14,Warm,9,Tablet,Twitter,5,0,0.2,13,7,44,Good,1,The product is amazing!
21552,32,Female,Lahore,Email,57,11,Hot,8,Tablet,Facebook,3,3,0.7,22,1,109,Good,1,A decent product with good value.
17253,35,Male,Sialkot,Organic,54,13,Hot,4,Desktop,Facebook,4,1,0.4,4,5,169,Good,0,"A good product, but I’m not ready to buy."
6704,48,Male,Quetta,Email,32,12,Cold,1,Tablet,Facebook,0,3,0.4,10,10,122,Good,0,I might look for alternatives.
13362,46,Male,Rawalpindi,Social Media,22,14,Warm,4,Tablet,Twitter,1,2,0.7,18,4,62,No Payment,0,"It’s okay, but not worth the price."
16398,38,Female,Karachi,Email,55,11,Hot,4,Mobile,Twitter,3,1,0.1,18,0,83,Good,1,It does the job as advertised.
9627,38,Male,Gujranwala,Email,48,9,Hot,6,Mobile,Direct,0,0,0.2,1,9,97,Good,0,Feels like it’s missing something.
17072,32,Female,Gujranwala,Email,43,10,Warm,5,Desktop,Facebook,0,1,0.1,1,2,74,No Payment,0,Could have been better.
10090,58,Male,Karachi,Referral,40,6,Hot,6,Mobile,ReferralSite,5,0,0.4,23,1,27,Good,0,It’s functional but needs improvements.
13640,38,Male,Karachi,Organic,59,13,Cold,6,Tablet,Google,0,0,0.2,2,8,153,No Payment,1,"Satisfied overall, no major complaints."
1757,40,Male,Lahore,Email,57,2,Warm,10,Desktop,Twitter,2,3,0.6,14,3,141,Good,0,I don't like the product.
14759,42,Male,Lahore,Organic,14,2,Warm,3,Mobile,Twitter,2,0,0.1,7,1,179,No Payment,0,"It’s okay, but not worth the price."
14050,30,Female,Quetta,Social Media,8,13,Hot,10,Mobile,Twitter,1,3,0.4,19,3,43,Good,0,I might look for alternatives.
23778,57,Female,Karachi,Organic,42,15,Warm,3,Desktop,Facebook,1,0,0.2,12,5,133,No Payment,0,I expected more for the cost.
4252,35,Male,Faisalabad,Social Media,43,12,Warm,0,Desktop,Facebook,5,0,0.4,11,8,118,Good,0,I might look for alternatives.
5950,25,Male,Islamabad,Social Media,46,11,Hot,0,Mobile,Facebook,5,3,0.3,13,0,122,No Payment,1,A decent product with good value.
4603,26,Male,Karachi,Email,51,15,Hot,2,Mobile,Twitter,3,2,0.2,2,3,151,Good,1,I use it regularly and it meets my expectations.
6818,23,Female,Islamabad,Referral,23,10,Cold,6,Desktop,Facebook,1,2,0.6,2,10,45,Good,0,I expected more for the cost.
20179,26,Male,Lahore,Referral,60,13,Hot,7,Desktop,ReferralSite,1,3,0.6,14,9,139,No Payment,1,It has improved my workflow significantly.
19028,41,Male,Gujranwala,Social Media,30,6,Hot,2,Desktop,Twitter,0,3,0.4,9,1,99,No Payment,0,"I’m satisfied, but it’s not a fit for me."
9443,52,Female,Sialkot,Organic,40,13,Cold,2,Desktop,Facebook,4,2,0.8,3,4,106,No Payment,0,A bit underwhelming overall.
23172,32,Male,Karachi,Referral,42,15,Hot,7,Tablet,ReferralSite,1,1,0.5,6,5,175,No Payment,1,This product is quite useful.
12225,23,Female,Faisalabad,Organic,28,12,Warm,0,Tablet,Facebook,1,1,0.4,20,8,26,No Payment,0,A bit underwhelming overall.
6968,44,Male,Lahore,Organic,11,14,Warm,9,Desktop,Google,1,1,0.4,10,5,112,No Payment,1,I am generally pleased with the purchase.
4272,47,Female,Sialkot,Referral,33,4,Hot,7,Mobile,Google,4,1,0.6,23,4,180,No Payment,0,This product didn’t work well for me.
8061,26,Female,Rawalpindi,Social Media,25,15,Warm,7,Mobile,Facebook,2,3,0.2,9,2,163,No Payment,0,Not satisfied at all.
15318,47,Male,Karachi,Organic,36,15,Warm,9,Mobile,Direct,5,1,0.5,12,7,56,Good,1,It does the job as advertised.
1703,59,Female,Islamabad,Social Media,38,14,Hot,6,Mobile,ReferralSite,4,3,0.3,7,0,82,Good,0,Not a fan of the design.
3439,56,Male,Faisalabad,Social Media,40,7,Warm,2,Tablet,Twitter,0,3,0.6,11,4,180,Good,0,The experience was frustrating.
2492,25,Male,Gujranwala,Referral,26,3,Warm,1,Desktop,Direct,4,2,0.1,24,7,175,Good,0,"It’s passable, but I wouldn’t recommend it."
22780,42,Female,Sialkot,Social Media,34,5,Hot,5,Mobile,Twitter,4,0,0.7,9,3,194,No Payment,0,The quality is below average.
21837,57,Male,Islamabad,Social Media,58,13,Hot,1,Tablet,Facebook,0,0,0.6,9,0,103,No Payment,0,This product didn’t work well for me.
5803,46,Female,Islamabad,Referral,60,12,Cold,7,Desktop,Direct,5,2,0.3,14,7,83,No Payment,0,This product didn’t work well for me.
25604,30,Female,Karachi,Email,9,15,Warm,8,Tablet,ReferralSite,0,0,0.6,5,8,159,No Payment,1,A decent product with good value.
14353,38,Male,Karachi,Organic,34,9,Cold,5,Tablet,Twitter,1,0,0.4,22,3,92,Good,0,"A good product, but I’m not ready to buy."
17256,37,Female,Multan,Referral,7,6,Cold,2,Mobile,Direct,5,1,0.6,13,5,67,Good,0,Could have been better.
18923,49,Male,Islamabad,Referral,39,13,Hot,10,Desktop,Facebook,1,3,0.2,9,4,186,Good,1,This product is quite useful.
5843,30,Female,Lahore,Email,45,12,Hot,6,Tablet,Twitter,2,0,0.7,21,3,26,Good,1,Very satisfied with the service.
21070,43,Male,Faisalabad,Email,43,5,Warm,8,Tablet,Twitter,0,0,0.6,14,4,56,Good,0,It did not meet my expectations.
24031,50,Male,Faisalabad,Social Media,5,12,Warm,1,Desktop,Facebook,0,0,0.7,14,0,140,No Payment,0,I expected more for the cost.
20721,34,Male,Islamabad,Organic,34,13,Cold,10,Tablet,Google,3,3,0.3,13,8,99,Good,1,I am generally pleased with the purchase.
25946,40,Male,Karachi,Social Media,38,13,Hot,1,Mobile,Direct,2,1,0.2,18,9,93,No Payment,1,It’s a reliable product.
12253,26,Female,Lahore,Referral,49,5,Cold,5,Mobile,Direct,1,1,0.4,12,8,184,No Payment,0,"It’s decent, but not for me."
15607,44,Female,Faisalabad,Referral,53,8,Warm,7,Desktop,Facebook,2,2,0.4,7,10,147,No Payment,0,"I like it, but the price is too high."
8164,56,Female,Sialkot,Organic,21,4,Hot,2,Desktop,Twitter,4,3,0.2,12,4,174,Good,0,I might look for alternatives.
15971,34,Male,Karachi,Social Media,11,15,Warm,9,Tablet,ReferralSite,3,1,0.1,17,4,99,Good,1,This product is quite useful.
12204,53,Male,Karachi,Referral,22,4,Cold,10,Tablet,Direct,0,2,0.6,19,2,140,No Payment,0,It’s functional but needs improvements.
14886,32,Male,Rawalpindi,Referral,21,6,Warm,4,Mobile,ReferralSite,3,2,0.6,18,0,142,Good,0,"It’s just okay, not great."
16449,34,Male,Lahore,Referral,46,13,Cold,0,Mobile,Twitter,5,2,0.6,12,9,120,No Payment,0,Could have been better.
22662,28,Male,Karachi,Email,38,13,Hot,3,Mobile,Google,4,2,0.3,14,6,100,No Payment,1,Great experience!
12828,47,Female,Karachi,Social Media,21,15,Cold,8,Mobile,Direct,5,2,0.2,13,5,184,No Payment,1,It’s a reliable product.
6617,43,Male,Islamabad,Social Media,54,4,Cold,1,Tablet,Google,5,3,0.5,18,5,96,No Payment,0,The product quality is okay.
1920,22,Male,Multan,Referral,34,5,Cold,9,Desktop,Direct,0,3,0.4,4,10,97,Good,0,I don't like the product.
23371,38,Male,Lahore,Referral,46,13,Hot,1,Mobile,ReferralSite,5,0,0.8,1,7,173,No Payment,1,The product works well for my needs.
18978,60,Male,Karachi,Social Media,31,9,Cold,3,Mobile,Direct,2,2,0.4,6,10,113,Good,0,The experience was frustrating.
19330,51,Female,Karachi,Social Media,10,11,Warm,2,Desktop,Google,1,1,0.2,13,4,168,No Payment,0,Didn’t quite work as expected.
3963,25,Female,Lahore,Referral,52,11,Hot,2,Tablet,ReferralSite,0,2,0.5,10,9,117,No Payment,1,I am generally pleased with the purchase.
7656,37,Male,Karachi,Social Media,26,14,Hot,7,Desktop,Google,5,3,0.4,23,6,177,No Payment,1,A decent product with good value.
19101,35,Female,Faisalabad,Referral,44,2,Hot,6,Mobile,Google,5,1,0.6,3,10,77,No Payment,0,The product quality is okay.
2315,46,Male,Islamabad,Social Media,19,13,Hot,10,Mobile,Twitter,4,0,0.7,15,6,165,Good,1,"Satisfied overall, no major complaints."
5241,31,Male,Karachi,Social Media,44,14,Warm,8,Tablet,ReferralSite,4,1,0.6,15,10,104,No Payment,1,The quality is impressive for the price.
3554,38,Male,Islamabad,Referral,59,12,Hot,3,Desktop,Twitter,3,3,0.3,4,1,95,Good,1,"Satisfied overall, no major complaints."
8321,49,Male,Islamabad,Email,47,15,Cold,0,Mobile,Facebook,5,2,0.8,13,8,107,Good,0,It’s functional but needs improvements.
399,47,Female,Peshawar,Social Media,38,3,Cold,1,Mobile,Facebook,2,3,0.2,21,10,36,No Payment,0,"I like it, but the price is too high."
16357,29,Male,Karachi,Social Media,32,12,Cold,4,Desktop,Facebook,1,3,0.2,9,5,73,Good,0,Feels like it’s missing something.
19847,47,Female,Islamabad,Email,42,13,Warm,10,Tablet,Google,4,0,0.8,15,4,165,Good,1,A good choice for anyone considering it.
24945,46,Male,Islamabad,Social Media,29,15,Cold,10,Desktop,Google,4,0,0.5,7,4,199,No Payment,1,Great experience!
12822,50,Male,Karachi,Email,34,13,Cold,8,Mobile,Facebook,3,2,0.4,11,5,159,No Payment,1,This is exactly what I was looking for.
16436,40,Male,Lahore,Email,58,11,Hot,5,Mobile,Direct,1,1,0.3,17,1,75,No Payment,1,The product works well for my needs.
23572,45,Female,Islamabad,Referral,27,13,Hot,6,Mobile,Google,0,2,0.8,12,9,148,No Payment,1,"It’s nice to have, though not life-changing."
21498,50,Male,Islamabad,Referral,34,13,Cold,6,Tablet,Google,1,1,0.5,8,6,110,Good,1,Very satisfied with the service.
10973,42,Female,Multan,Referral,5,2,Warm,5,Mobile,Direct,0,2,0.7,17,4,83,No Payment,0,"It’s okay, but not worth the price."
24203,34,Female,Islamabad,Referral,34,13,Hot,5,Desktop,Facebook,2,1,0.6,22,5,20,Good,1,Great experience!
12626,42,Male,Lahore,Referral,11,6,Hot,2,Mobile,Direct,5,1,0.7,6,8,176,Good,0,Not as reliable as I hoped.
24159,45,Male,Karachi,Organic,26,15,Cold,8,Desktop,Facebook,4,3,0.2,18,6,29,Good,1,I use it regularly and it meets my expectations.
19117,33,Male,Rawalpindi,Email,43,9,Hot,5,Desktop,Twitter,3,1,0.3,20,7,117,No Payment,0,I expected more for the cost.
21078,28,Male,Lahore,Social Media,54,11,Hot,6,Mobile,Google,4,3,0.3,24,9,23,Good,1,It does the job as advertised.
7771,22,Male,Gujranwala,Email,50,8,Hot,1,Tablet,Twitter,5,3,0.3,21,1,198,No Payment,0,"It’s okay, but not worth the price."
20089,36,Female,Karachi,Email,34,12,Hot,9,Tablet,Google,5,0,0.8,4,7,174,No Payment,1,This product is quite useful.
4290,43,Male,Karachi,Referral,12,13,Warm,7,Mobile,Facebook,0,1,0.3,11,8,137,No Payment,1,The product works well for my needs.
16945,50,Female,Peshawar,Social Media,32,6,Warm,1,Mobile,Google,0,0,0.5,14,3,81,Good,0,Didn’t quite work as expected.
1056,28,Male,Quetta,Email,47,4,Hot,1,Desktop,Google,0,1,0.8,19,6,68,Good,0,Could have been better.
22136,51,Male,Gujranwala,Referral,7,6,Warm,5,Mobile,Google,4,1,0.5,16,10,185,No Payment,0,I quite like the product.
2307,35,Female,Rawalpindi,Social Media,42,15,Hot,9,Mobile,Twitter,2,0,0.6,13,0,82,No Payment,0,I might look for alternatives.
5228,55,Male,Multan,Referral,38,9,Hot,4,Mobile,Twitter,4,3,0.5,18,1,155,Good,0,The product quality is okay.
3219,57,Male,Multan,Social Media,12,6,Cold,2,Mobile,Google,0,0,0.2,14,1,166,No Payment,0,Not satisfied at all.
13062,46,Female,Islamabad,Email,41,10,Cold,1,Mobile,Facebook,5,3,0.7,18,0,57,No Payment,0,"A good product, but I’m not ready to buy."
15552,50,Female,Faisalabad,Email,42,9,Hot,10,Tablet,Facebook,3,1,0.7,3,5,125,Good,0,The product has potential.
9401,59,Male,Sialkot,Referral,21,13,Warm,10,Tablet,ReferralSite,4,2,0.3,18,3,149,No Payment,0,Not satisfied at all.
6984,24,Male,Islamabad,Organic,17,2,Cold,7,Mobile,Facebook,0,1,0.3,22,10,114,No Payment,0,I might look for alternatives.
18290,46,Male,Lahore,Organic,53,15,Cold,10,Mobile,Twitter,2,0,0.6,23,8,138,No Payment,1,I use it regularly and it meets my expectations.
15667,31,Male,Karachi,Referral,53,12,Hot,4,Desktop,Facebook,0,1,0.2,14,8,194,No Payment,1,This product is quite useful.
10555,28,Female,Islamabad,Referral,12,12,Hot,4,Mobile,Google,5,2,0.5,12,0,132,Good,0,Not satisfied at all.
24989,25,Female,Multan,Referral,15,10,Hot,1,Tablet,Facebook,2,2,0.2,3,9,79,No Payment,0,"It’s decent, but not for me."
6982,36,Male,Islamabad,Organic,38,12,Hot,3,Desktop,Google,4,2,0.3,20,9,63,No Payment,1,This is exactly what I was looking for.
24565,35,Female,Sialkot,Referral,13,4,Cold,10,Tablet,Facebook,5,2,0.7,1,3,51,No Payment,0,Feels like it’s missing something.
1439,24,Male,Rawalpindi,Organic,21,3,Warm,6,Mobile,Google,2,3,0.8,2,3,99,No Payment,0,"It’s just okay, not great."
25228,55,Female,Quetta,Referral,47,9,Hot,1,Tablet,Facebook,0,3,0.3,7,3,31,No Payment,0,The product quality is okay.
23834,22,Female,Islamabad,Referral,32,11,Warm,2,Tablet,Twitter,5,0,0.1,18,8,146,No Payment,0,"It’s just okay, not great."
12436,44,Male,Rawalpindi,Email,22,2,Cold,10,Tablet,Google,3,0,0.1,2,9,102,No Payment,0,"Not terrible, but I’ve seen better."
22406,54,Female,Karachi,Email,28,3,Hot,7,Tablet,Twitter,4,1,0.7,10,1,97,No Payment,0,"It’s useful, but not for my current situation."
18747,35,Female,Faisalabad,Organic,43,3,Hot,9,Desktop,Direct,1,2,0.2,5,7,77,No Payment,0,I expected more for the cost.
10595,39,Female,Peshawar,Email,26,9,Hot,2,Mobile,Twitter,5,3,0.7,12,5,128,Good,0,This product didn’t work well for me.
17123,28,Female,Sialkot,Organic,59,9,Cold,6,Tablet,Google,2,2,0.3,19,4,78,Good,0,A bit underwhelming overall.
24616,31,Female,Lahore,Organic,37,15,Warm,9,Mobile,Facebook,4,2,0.6,12,7,76,Good,1,The product works well for my needs.
19534,45,Female,Lahore,Organic,15,14,Warm,6,Mobile,Twitter,4,1,0.6,21,6,94,No Payment,1,The product works well for my needs.
6920,42,Female,Rawalpindi,Referral,18,2,Cold,8,Mobile,Google,0,0,0.5,20,4,56,No Payment,0,It did not meet my expectations.
8578,47,Male,Lahore,Referral,42,15,Cold,8,Tablet,Direct,5,2,0.1,7,7,138,No Payment,1,It does the job as advertised.
23634,30,Male,Lahore,Organic,16,14,Cold,6,Mobile,Facebook,3,3,0.5,1,6,58,No Payment,1,The product works well for my needs.
3595,45,Male,Rawalpindi,Referral,42,5,Cold,0,Mobile,Twitter,1,1,0.2,4,3,148,Good,0,Disappointing experience.
